Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,External IP
183123,2266,55726,2750,389,6,12329,111616277,16,8,3224.0,2528.0,403.0,0.0,201.5,208.10830513621187,316.0,316.0,316.0,0.0,51,0,4852881.6086956505,18361125.59828845,85248313.0,3.0,111616277.0,7441085.133333333,22564186.10734822,85248313.0,3.0,111568996.0,15938428.0,32094618.54673095,85248698.0,4.0,1,0,0,0,512,256,0.1433482681025098,0.0716741340512549,0.0,403.0,246.2000000000001,176.20631846408537,31048.66666666667,0,1,0,0,1,0,0,0,0.0,256.4583333333333,201.5,316.0,0,0,0,0,0,0,16,3224,8,2528,887,2078,7,32,376.5,9.192388155425116,383.0,370.0,55770099.5,41688489.32622966,85248313.0,26291886.0,BENIGN,0.0
246347,2269,1125,6369,443,6,12495,61130153,14,13,1288.0,3984.0,891.0,0.0,92.0,237.9628283835685,1615.0,0.0,306.46153846153845,591.3629195038378,86,0,2351159.730769231,4276497.2773556495,10012230.0,72.0,61130153.0,4702319.461538462,5179764.003473125,10093194.0,184.0,61045670.0,5087139.166666666,5226818.103459744,10096645.0,72.0,0,0,0,0,292,344,0.2290195478489969,0.2126610087169256,0.0,1615.0,188.28571428571425,442.1940128196502,195535.54497354492,0,0,0,1,0,0,0,0,0.0,195.25925925925927,92.0,306.46153846153845,0,0,0,0,0,0,14,1288,13,3984,8192,117,13,20,129240.0,110116.84527991163,354015.0,84123.0,10006818.833333332,6713.957682817554,10012230.0,9993400.0,BENIGN,0.0
246644,2269,1152,7077,443,6,12569,5082097,8,7,384.0,3974.0,209.0,0.0,48.0,77.63835576385092,1460.0,0.0,567.7142857142858,635.5170373498297,857,2,363006.9285714286,1258086.6882549785,4729332.0,3.0,5082097.0,726013.8571428572,1767952.7247061245,4729332.0,3.0,330480.0,55080.0,88117.06214122211,223602.0,48.0,0,0,0,0,184,152,1.5741533465417916,1.3773841782240677,0.0,1460.0,272.375,486.6897540185808,236866.9166666667,0,0,0,1,0,0,0,0,0.0,290.53333333333336,48.0,567.7142857142857,0,0,0,0,0,0,8,384,7,3974,8192,119,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
54923,2258,49655,9004,80,6,12603,3179,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3774,629,3179.0,0.0,3179.0,3179.0,3179.0,3179.0,0.0,3179.0,3179.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,629.1286568103177,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
54311,2258,49730,8605,443,6,12611,1612508,9,11,2099.0,6691.0,1748.0,0.0,233.22222222222223,572.2817876225351,1460.0,0.0,608.2727272727273,669.1278040717021,5451,12,84868.84210526317,220479.6958651908,917127.0,3.0,695378.0,86922.25,131175.99494218227,388441.0,148.0,1588758.0,158875.8,335918.77279247134,1000694.0,3.0,0,0,0,0,192,232,5.581367658330997,6.821671582404552,0.0,1748.0,418.57142857142856,631.5700730266256,398880.75714285707,0,0,0,1,0,0,0,0,1.0,439.5,233.22222222222223,608.2727272727273,0,0,0,0,0,0,9,2099,11,6691,8192,37,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
30163,2260,58560,2228,443,6,12627,560164,14,11,524.0,3971.0,191.0,0.0,37.42857142857143,65.1409292176636,1418.0,0.0,361.0,563.1406573849912,8024,44,23340.166666666668,40945.72508308664,143648.0,0.0,523425.0,40263.46153846154,49414.15710032801,143648.0,1.0,523267.0,52326.7,75034.94979311677,180630.0,0.0,0,0,0,0,456,360,24.992680714933485,19.637106276019168,0.0,1418.0,172.88461538461536,395.09313605002825,156098.58615384612,0,0,0,1,0,0,0,0,0.0,179.8,37.42857142857143,361.0,0,0,0,0,0,0,14,524,11,3971,29200,349,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
31209,2258,49862,2300,465,6,12651,155,3,0,49.0,0.0,37.0,6.0,16.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,316129,19354,77.5,41.71930009000631,107.0,48.0,155.0,77.5,41.71930009000631,107.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,19354.83870967742,0.0,6.0,37.0,13.750000000000002,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,18.33333333333333,16.333333333333332,0.0,0,0,0,0,0,0,3,49,0,0,255,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
39379,2264,61949,2741,53,17,12602,31299,1,1,56.0,90.0,56.0,56.0,56.0,0.0,90.0,90.0,90.0,0.0,4664,63,31299.0,0.0,31299.0,31299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,31.94990255279721,31.94990255279721,56.0,90.0,67.33333333333333,19.62990915244728,385.33333333333337,0,0,0,0,0,0,0,0,1.0,101.0,56.0,90.0,0,0,0,0,0,0,1,56,1,90,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
38543,2264,61113,2741,53,17,12624,60884,1,1,41.0,245.0,41.0,41.0,41.0,0.0,245.0,245.0,245.0,0.0,4697,32,60884.0,0.0,60884.0,60884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,16.424676433874254,16.424676433874254,41.0,245.0,109.0,117.77945491468364,13872.0,0,0,0,0,0,0,0,0,1.0,163.5,41.0,245.0,0,0,0,0,0,0,1,41,1,245,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
37650,2264,60219,2741,53,17,12762,90637,1,1,48.0,143.0,48.0,48.0,48.0,0.0,143.0,143.0,143.0,0.0,2107,22,90637.0,0.0,90637.0,90637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,11.03302183435021,11.03302183435021,48.0,143.0,79.66666666666667,54.84827557301445,3008.333333333333,0,0,0,0,0,0,0,0,1.0,119.5,48.0,143.0,0,0,0,0,0,0,1,48,1,143,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
